LinkID,SampleID,HomeID,Type,PM25mass,Validity,Mass_mg,Volume_m3,comments,datestarted,dateended,PM25mass_flag
NJ095110,11038,NJ195,INDOOR,NULL,0,0.144,0,"Harvard indoor pump duration=0.","2000-10-31 00:00:00","2000-11-02 00:00:00",NA
NJ095120,11037,NJ195,OUTDOOR,11.9,0,0.278,23.4028,"Harvard outdoor flow change 37.5%","2000-10-31 00:00:00","2000-11-02 00:00:00",
NJ095130,20712,NJ195,"PERSONAL ADULT",16.2,0,0.089,5.50077,"BGI short pump duration=1738 min (duration difference=18.2 hr)","2000-10-31 00:00:00","2000-11-02 00:00:00",
NJ096110,11040,NJ196,INDOOR,46.7,0,1.139,24.4134,"Harvard indoor flow change 31%;","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ096120,11041,NJ196,OUTDOOR,25.4,NULL,0.7045,27.7014,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ096130,20718,NJ196,"PERSONAL ADULT",27.3,NULL,0.2475,9.06456,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ096140,20719,NJ196,"PERSONAL CHILD 1",76.8,NULL,0.7055,9.19123,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ097110,11042,NJ197,INDOOR,17.7,NULL,0.526,29.6928,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ097120,11043,NJ197,OUTDOOR,40.5,NULL,1.2195,30.1039,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ097130,20717,NJ197,"PERSONAL ADULT",24.5,NULL,0.226,9.216,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
NJ098110,11046,NJ198,INDOOR,NULL,0,0.401,NULL,"Harvard indoor HVD found turned off. Final flow was not taken","2000-11-14 00:00:00","2000-11-16 00:00:00",NA
NJ098120,11047,NJ198,OUTDOOR,10.1,NULL,0.406,40.255,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
NJ098130,20755,NJ198,"PERSONAL ADULT",25.2,0,0.064,2.53622,"BGI pump was turned on and off frequently. Probably the connection is loose (pum","2000-11-14 00:00:00","2000-11-16 00:00:00",
NJ099110,11048,NJ199,INDOOR,66.9,NULL,1.976,29.5176,"","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ099120,11049,NJ199,OUTDOOR,11.9,NULL,0.328,27.62,"","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ099130,20733,NJ199,"PERSONAL ADULT",29.7,NULL,0.267,8.98178,"","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ001210,10405,NJ201,INDOOR,11.3,NULL,0.3215,28.5655,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
NJ001220,10408,NJ201,OUTDOOR,26.6,NULL,0.783,29.4825,"","2000-03-13 00:00:00","2000-03-15 00:00:00",
NJ002210,10308,NJ202,INDOOR,27.7,NULL,0.8685,31.4057,"","1999-12-13 00:00:00","1999-12-15 00:00:00",
NJ002220,10307,NJ202,OUTDOOR,23.1,NULL,0.6375,27.5672,"","1999-12-13 00:00:00","1999-12-15 00:00:00",
NJ002230,20224,NJ202,"PERSONAL ADULT",81.8,NULL,0.732,8.95356,"","1999-12-13 00:00:00","1999-12-15 00:00:00",
NJ003210,10020,NJ203,INDOOR,12.6,NULL,0.338,26.8866,"","1999-10-16 00:00:00","1999-10-18 00:00:00",
NJ003220,10021,NJ203,OUTDOOR,12.5,0,0.384,30.7521,"Harvard outdoor flow change 17.9%","1999-10-16 00:00:00","1999-10-18 00:00:00",
NJ003230,20018,NJ203,"PERSONAL ADULT",21,NULL,0.191,9.08775,"","1999-10-16 00:00:00","1999-10-18 00:00:00",
NJ004210,10023,NJ204,INDOOR,20.2,NULL,0.5885,29.1386,"","1999-10-14 00:00:00","1999-10-16 00:00:00",
NJ004220,10024,NJ204,OUTDOOR,14.5,NULL,0.421,29.0897,"","1999-10-14 00:00:00","1999-10-16 00:00:00",
NJ004230,20021,NJ204,"PERSONAL ADULT",39.8,NULL,0.35,8.78461,"","1999-10-14 00:00:00","1999-10-16 00:00:00",
NJ004240,20020,NJ204,"PERSONAL CHILD 1",45.7,NULL,0.415,9.08844,"","1999-10-14 00:00:00","1999-10-16 00:00:00",
NJ005210,11130,NJ205,INDOOR,62.3,NULL,1.7225,27.6421,"","2001-01-16 00:00:00","2001-01-18 00:00:00",
NJ005220,11131,NJ205,OUTDOOR,27,NULL,0.7795,28.8198,"","2001-01-16 00:00:00","2001-01-18 00:00:00",
NJ007210,10649,NJ207,INDOOR,16.7,0,0.157,9.405,"Harvard indoor pump only ran 15 hrs.","2000-05-23 00:00:00","2000-05-25 00:00:00",
NJ007220,10650,NJ207,OUTDOOR,13.1,NULL,0.3925,30.0048,"","2000-05-23 00:00:00","2000-05-25 00:00:00",
NJ008210,10350,NJ208,INDOOR,30.7,NULL,0.918,29.8944,"","2000-02-08 00:00:00","2000-02-10 00:00:00",
NJ008220,10352,NJ208,OUTDOOR,25.5,NULL,0.734,28.7374,"","2000-02-08 00:00:00","2000-02-10 00:00:00",
NJ008230,20262,NJ208,"PERSONAL ADULT",91.1,NULL,0.7755,8.50894,"BGI tubing right after pump was bended. This problem may affect the flow during","2000-02-08 00:00:00","2000-02-10 00:00:00",
NJ009210,10320,NJ209,INDOOR,13.4,NULL,0.392,29.1566,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
NJ009220,10321,NJ209,OUTDOOR,11.8,NULL,0.342,29.0379,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
NJ009230,20235,NJ209,"PERSONAL ADULT",38.3,NULL,0.362,9.44729,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
NJ009240,20236,NJ209,"PERSONAL CHILD 1",20.7,NULL,0.2035,9.81654,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
NJ010210,10406,NJ210,INDOOR,22.3,NULL,0.6535,29.2878,"","2000-03-07 00:00:00","2000-03-09 00:00:00",
NJ010220,10410,NJ210,OUTDOOR,62.1,0,1.806,29.0601,"Harvard outdoor big hole on the filter.","2000-03-07 00:00:00","2000-03-09 00:00:00",
NJ010240,20295,NJ210,"PERSONAL CHILD 1",150.4,NULL,1.265,8.4123,"","2000-03-07 00:00:00","2000-03-09 00:00:00",
NJ011210,10355,NJ211,INDOOR,14.5,NULL,0.402,27.6621,"","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ011220,10354,NJ211,OUTDOOR,19.9,NULL,0.5885,29.5094,"","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ011230,20233,NJ211,"PERSONAL ADULT",22.4,NULL,0.2025,9.05358,"","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ012210,11137,NJ212,INDOOR,26.1,NULL,0.7005,26.819,"","2001-01-23 00:00:00","2001-01-25 00:00:00",
NJ012220,11138,NJ212,OUTDOOR,41.4,NULL,1.1795,28.4791,"","2001-01-23 00:00:00","2001-01-25 00:00:00",
NJ013210,10323,NJ213,INDOOR,13.2,NULL,0.3715,28.2177,"","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ013220,10324,NJ213,OUTDOOR,22.5,NULL,0.605,26.9429,"","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ013230,20257,NJ213,"PERSONAL ADULT",5.4,0,0.0445,8.28573,"BGI personal adult flow change 21%","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ013240,20256,NJ213,"PERSONAL CHILD 1",26.8,NULL,0.2315,8.649,"","2000-01-18 00:00:00","2000-01-20 00:00:00",
NJ014210,10356,NJ214,INDOOR,13.7,NULL,0.3955,28.8118,"","2000-02-08 00:00:00","2000-02-10 00:00:00",
NJ014220,10365,NJ214,OUTDOOR,50.9,NULL,1.432,28.1295,"","2000-02-08 00:00:00","2000-02-10 00:00:00",
NJ014230,20266,NJ214,"PERSONAL ADULT",49.2,NULL,0.448,9.11226,"","2000-02-08 00:00:00","2000-02-10 00:00:00",
NJ017210,10370,NJ217,INDOOR,10.9,0,0.2805,25.7512,"Harvard indoor flow change 18%.","2000-02-15 00:00:00","2000-02-17 00:00:00",
NJ017220,10369,NJ217,OUTDOOR,22.5,NULL,0.641,28.5361,"","2000-02-15 00:00:00","2000-02-17 00:00:00",
NJ017230,20270,NJ217,"PERSONAL ADULT",17.2,NULL,0.148,8.60523,"","2000-02-15 00:00:00","2000-02-17 00:00:00",
NJ018210,10725,NJ218,INDOOR,21.2,NULL,0.5315,25.0219,"Harvard indoor low initial flow=8.67 L/min","2000-07-11 00:00:00","2000-07-13 00:00:00",
NJ018220,10726,NJ218,OUTDOOR,12.3,NULL,0.364,29.639,"","2000-07-11 00:00:00","2000-07-13 00:00:00",
NJ018230,20505,NJ218,"PERSONAL ADULT",21.4,NULL,0.2005,9.35441,"","2000-07-11 00:00:00","2000-07-13 00:00:00",
NJ019210,10389,NJ219,INDOOR,67.3,NULL,1.8485,27.4745,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
NJ019220,10391,NJ219,OUTDOOR,71.7,NULL,2.057,28.6952,"","2000-02-23 00:00:00","2000-02-25 00:00:00",
NJ019230,20271,NJ219,"PERSONAL ADULT",120.2,NULL,0.866,7.20273,"BGI NJBat12 was bad. It was stopped at 8:00am on 2/25/00. Used NJBat04 to check","2000-02-23 00:00:00","2000-02-25 00:00:00",
NJ020210,10411,NJ220,INDOOR,13.2,NULL,0.385,29.2766,"","2000-02-29 00:00:00","2000-03-02 00:00:00",
NJ020220,10386,NJ220,OUTDOOR,18.2,NULL,0.523,28.7235,"","2000-02-29 00:00:00","2000-03-02 00:00:00",
NJ020230,20282,NJ220,"PERSONAL ADULT",44.3,NULL,0.398,8.97932,"","2000-02-29 00:00:00","2000-03-02 00:00:00",
NJ021210,10513,NJ221,INDOOR,24.6,NULL,0.6995,28.4917,"","2000-04-12 00:00:00","2000-04-14 00:00:00",
NJ021220,10514,NJ221,OUTDOOR,11.5,NULL,0.304,26.3291,"","2000-04-12 00:00:00","2000-04-14 00:00:00",
NJ021240,20319,NJ221,"PERSONAL CHILD 1",118.9,0,1.01,8.49762,"BGI personal child filter contains one deep yellow fiber.","2000-04-12 00:00:00","2000-04-14 00:00:00",
NJ023210,10730,NJ223,INDOOR,11.7,NULL,0.3525,30.1392,"","2000-07-18 00:00:00","2000-07-20 00:00:00",
NJ023220,10731,NJ223,OUTDOOR,11.1,NULL,0.3295,29.777,"","2000-07-18 00:00:00","2000-07-20 00:00:00",
NJ023240,20507,NJ223,"PERSONAL CHILD 1",33.8,NULL,0.298,8.81188,"","2000-07-18 00:00:00","2000-07-20 00:00:00",
NJ024210,10506,NJ224,INDOOR,5.6,0,0.1565,28.0813,"Harvard indoor HV was not working when we turned it on for measuring flow.","2000-04-18 00:00:00","2000-04-20 00:00:00",
NJ024220,10507,NJ224,OUTDOOR,18.3,0,0.537,29.3764,"Harvard outdoor leaked at pick-up:1. No viton (around the filter) was inserted.","2000-04-18 00:00:00","2000-04-20 00:00:00",
NJ024230,20361,NJ224,"PERSONAL ADULT",10.9,NULL,0.0945,8.69956,"","2000-04-18 00:00:00","2000-04-20 00:00:00",
NJ025210,10562,NJ225,INDOOR,20.8,NULL,0.627,30.1536,"","2000-05-09 00:00:00","2000-05-11 00:00:00",
NJ025220,10563,NJ225,OUTDOOR,20.4,NULL,0.6005,29.4831,"","2000-05-09 00:00:00","2000-05-11 00:00:00",
NJ025230,20399,NJ225,"PERSONAL ADULT",115.3,NULL,1.02,8.8472,"","2000-05-09 00:00:00","2000-05-11 00:00:00",
NJ026210,10566,NJ226,INDOOR,14.3,NULL,0.4085,28.5243,"","2000-05-16 00:00:00","2000-05-18 00:00:00",
NJ026220,10568,NJ226,OUTDOOR,28.1,NULL,0.818,29.0782,"","2000-05-16 00:00:00","2000-05-18 00:00:00",
NJ026240,20401,NJ226,"PERSONAL CHILD 1",26.1,NULL,0.225,8.62716,"","2000-05-16 00:00:00","2000-05-18 00:00:00",
NJ027210,10783,NJ227,INDOOR,10.2,NULL,0.2985,29.2407,"","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ027220,10784,NJ227,OUTDOOR,14.7,NULL,0.41,27.9619,"","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ027230,20547,NJ227,"PERSONAL ADULT",33.3,NULL,0.2805,8.41746,"","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ028210,10564,NJ228,INDOOR,19.7,0,0.5485,27.8721,"Harvard indoor flow change 17%.","2000-05-16 00:00:00","2000-05-18 00:00:00",
NJ028220,10565,NJ228,OUTDOOR,17.5,NULL,0.561,32.085,"","2000-05-16 00:00:00","2000-05-18 00:00:00",
NJ028230,20400,NJ228,"PERSONAL ADULT",34.2,NULL,0.3195,9.34596,"","2000-05-16 00:00:00","2000-05-18 00:00:00",
NJ029210,10734,NJ229,INDOOR,9.3,NULL,0.268,28.8063,"","2000-07-25 00:00:00","2000-07-27 00:00:00",
NJ029220,10735,NJ229,OUTDOOR,13.3,0,0.0935,7.04925,"Harvard outdoor only ran 11 hrs;","2000-07-25 00:00:00","2000-07-27 00:00:00",
NJ029230,20510,NJ229,"PERSONAL ADULT",0.7,0,-2.6485,8.94158,"BGI negative mass","2000-07-25 00:00:00","2000-07-27 00:00:00",ND
NJ036210,10738,NJ236,INDOOR,22.2,NULL,0.666,29.9535,"","2000-08-01 00:00:00","2000-08-03 00:00:00",
NJ036220,10739,NJ236,OUTDOOR,22.2,NULL,0.6005,27.0934,"","2000-08-01 00:00:00","2000-08-03 00:00:00",
NJ036230,20539,NJ236,"PERSONAL ADULT",27.5,NULL,0.244,8.86202,"","2000-08-01 00:00:00","2000-08-03 00:00:00",
NJ037210,11097,NJ237,INDOOR,9.8,NULL,0.281,28.5664,"","2000-12-20 00:00:00","2000-12-22 00:00:00",
NJ037220,11098,NJ237,OUTDOOR,23.5,NULL,0.692,29.3946,"","2000-12-20 00:00:00","2000-12-22 00:00:00",
NJ039210,10778,NJ239,INDOOR,23.2,NULL,0.634,27.3802,"Harvard indoor/outdoor initial flow checked 2 hr later","2000-08-08 00:00:00","2000-08-10 00:00:00",
NJ039220,10779,NJ239,OUTDOOR,29.2,NULL,0.7485,25.6549,"Harvard indoor/outdoor initial flow checked 2 hr later","2000-08-08 00:00:00","2000-08-10 00:00:00",
NJ039230,20543,NJ239,"PERSONAL ADULT",38.3,NULL,0.339,8.84451,"BGI personal adult participant wore it about 11AM on Tuesday (8/8/00; set-up day","2000-08-08 00:00:00","2000-08-10 00:00:00",
NJ039240,20544,NJ239,"PERSONAL CHILD 1",33.9,NULL,0.3025,8.93328,"","2000-08-08 00:00:00","2000-08-10 00:00:00",
NJ040210,10785,NJ240,INDOOR,44.1,0,0.767,17.4095,"Harvard indoor ran 28.8 hrs.","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ040220,10786,NJ240,OUTDOOR,20.8,NULL,0.59,28.4238,"","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ040230,20545,NJ240,"PERSONAL ADULT",53.9,NULL,0.4975,9.22313,"","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ040240,20546,NJ240,"PERSONAL CHILD 1",40,NULL,0.362,9.04593,"","2000-08-15 00:00:00","2000-08-17 00:00:00",
NJ041210,10848,NJ241,INDOOR,10,NULL,0.3295,32.8424,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ041220,10849,NJ241,OUTDOOR,16.2,NULL,0.477,29.4665,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ041240,20589,NJ241,"PERSONAL CHILD 1",19.9,NULL,0.2025,10.158,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ044210,10788,NJ244,INDOOR,50.4,0,1.194,23.7077,"Harvard indoor duration difference=9.2 hrs","2000-08-22 00:00:00","2000-08-24 00:00:00",
NJ044220,10789,NJ244,OUTDOOR,0.275,0,-0.0055,28.4651,"Harvard outdoor very small hole near edge. Connection between HVD pump and backu","2000-08-22 00:00:00","2000-08-24 00:00:00",ND
NJ044230,20586,NJ244,"PERSONAL ADULT",41.3,0,0.334,8.09634,"BGI personal flow change 24.5%","2000-08-22 00:00:00","2000-08-24 00:00:00",
NJ048210,10790,NJ248,INDOOR,20.2,NULL,0.5995,29.6536,"","2000-08-22 00:00:00","2000-08-24 00:00:00",
NJ048220,10791,NJ248,OUTDOOR,27.3,NULL,0.75,27.4398,"","2000-08-22 00:00:00","2000-08-24 00:00:00",
NJ048230,20585,NJ248,"PERSONAL ADULT",37.1,NULL,0.3375,9.10916,"","2000-08-22 00:00:00","2000-08-24 00:00:00",
NJ049210,10854,NJ249,INDOOR,8.7,NULL,0.259,29.9074,"","2000-09-05 00:00:00","2000-09-07 00:00:00",
NJ049220,10855,NJ249,OUTDOOR,19.1,NULL,0.5655,29.5863,"","2000-09-05 00:00:00","2000-09-07 00:00:00",
NJ049230,20590,NJ249,"PERSONAL ADULT",47.9,NULL,0.4385,9.16157,"","2000-09-05 00:00:00","2000-09-07 00:00:00",
NJ051210,10850,NJ251,INDOOR,16.2,NULL,0.4465,27.6276,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ051220,10851,NJ251,OUTDOOR,31.2,NULL,0.8855,28.3432,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ051230,20588,NJ251,"PERSONAL ADULT",58.7,NULL,0.5075,8.6525,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ051240,20587,NJ251,"PERSONAL CHILD 1",33.7,NULL,0.3075,9.13248,"","2000-08-29 00:00:00","2000-08-31 00:00:00",
NJ054210,10859,NJ254,INDOOR,11.2,0,0.2885,25.8495,"Harvard indoor flow change 23.5%","2000-09-12 00:00:00","2000-09-14 00:00:00",
NJ054220,10860,NJ254,OUTDOOR,21.9,NULL,0.6355,28.9614,"","2000-09-12 00:00:00","2000-09-14 00:00:00",
NJ054230,20593,NJ254,"PERSONAL ADULT",27.2,NULL,0.251,9.21405,"","2000-09-12 00:00:00","2000-09-14 00:00:00",
NJ057210,10857,NJ257,INDOOR,10.1,NULL,0.2485,24.5879,"","2000-09-12 00:00:00","2000-09-14 00:00:00",
NJ057220,10858,NJ257,OUTDOOR,0.275,0,-103.475,29.2246,"Harvard outdoor big hole in the filter","2000-09-12 00:00:00","2000-09-14 00:00:00",ND
NJ060210,10864,NJ260,INDOOR,8.4,NULL,0.233,27.8166,"","2000-09-26 00:00:00","2000-09-28 00:00:00",
NJ060220,10865,NJ260,OUTDOOR,9,NULL,0.261,28.8437,"","2000-09-26 00:00:00","2000-09-28 00:00:00",
NJ060230,20636,NJ260,"PERSONAL ADULT",54.3,NULL,0.4905,9.03331,"","2000-09-26 00:00:00","2000-09-28 00:00:00",
NJ063210,11092,NJ263,INDOOR,16.1,NULL,0.4295,26.7104,"","2000-12-12 00:00:00","2000-12-14 00:00:00",
NJ063220,11094,NJ263,OUTDOOR,18.6,NULL,0.525,28.1796,"","2000-12-12 00:00:00","2000-12-14 00:00:00",
NJ063230,20738,NJ263,"PERSONAL ADULT",39.8,NULL,0.345,8.67595,"","2000-12-12 00:00:00","2000-12-14 00:00:00",
NJ065210,10928,NJ265,INDOOR,10.8,NULL,0.3215,29.7792,"","2000-10-12 00:00:00","2000-10-14 00:00:00",
NJ065220,10929,NJ265,OUTDOOR,30,NULL,0.868,28.9223,"","2000-10-12 00:00:00","2000-10-14 00:00:00",
NJ065230,20658,NJ265,"PERSONAL ADULT",19.4,NULL,0.17,8.7482,"","2000-10-12 00:00:00","2000-10-14 00:00:00",
NJ076210,11124,NJ276,INDOOR,32.2,NULL,0.871,27.072,"","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ076220,11125,NJ276,OUTDOOR,16,NULL,0.462,28.899,"","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ076230,20761,NJ276,"PERSONAL ADULT",38,0,0.345,9.08816,"BGI personal adult/child participant did not wear pams for last day about 7 hrs.","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ076240,20762,NJ276,"PERSONAL CHILD 1",33.3,0,0.291,8.74161,"BGI personal adult/child participant did not wear pams for last day about 7 hrs.","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ077210,11090,NJ277,INDOOR,15.6,0,0.239,15.327,"Harvard indoor short duration=1572 min. Duration difference=19.4 hrs.","2000-12-12 00:00:00","2000-12-14 00:00:00",
NJ077220,11091,NJ277,OUTDOOR,11.9,NULL,0.3235,27.1657,"","2000-12-12 00:00:00","2000-12-14 00:00:00",
NJ077230,20736,NJ277,"PERSONAL ADULT",42.9,NULL,0.372,8.67611,"","2000-12-12 00:00:00","2000-12-14 00:00:00",
NJ080210,11044,NJ280,INDOOR,7.9,NULL,0.228,29.0035,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
NJ080220,11045,NJ280,OUTDOOR,13.2,NULL,0.3985,30.2349,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
NJ080230,20754,NJ280,"PERSONAL ADULT",17.1,NULL,0.1585,9.29393,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
NJ084210,11104,NJ284,INDOOR,13,NULL,0.3545,27.2331,"","2001-01-03 00:00:00","2001-01-05 00:00:00",
NJ084220,11123,NJ284,OUTDOOR,23.1,NULL,0.669,28.9588,"","2001-01-03 00:00:00","2001-01-05 00:00:00",
NJ084230,20759,NJ284,"PERSONAL ADULT",15.4,0,0.1295,8.40126,"BGI personal small hole near edge.","2001-01-03 00:00:00","2001-01-05 00:00:00",
NJ085210,11050,NJ285,INDOOR,22.2,NULL,0.631,28.3767,"","2000-11-28 00:00:00","2000-11-30 00:00:00",
NJ085220,11051,NJ285,OUTDOOR,22.1,NULL,0.6085,27.5185,"","2000-11-28 00:00:00","2000-11-30 00:00:00",
NJ085230,20734,NJ285,"PERSONAL ADULT",44.9,NULL,0.406,9.03932,"","2000-11-28 00:00:00","2000-11-30 00:00:00",
NJ088210,11087,NJ288,INDOOR,70,NULL,1.9175,27.3894,"","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ088220,11088,NJ288,OUTDOOR,22.7,NULL,0.6495,28.6251,"","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ088230,20735,NJ288,"PERSONAL ADULT",64.9,0,0.501,7.71882,"BGI personal adult duration difference=6.4 hr","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ088240,20739,NJ288,"PERSONAL CHILD 1",79.2,0,0.437,5.52085,"Personal child pump ran 1789 min. Pump was shut down earlier than 24 hrs.","2000-12-05 00:00:00","2000-12-07 00:00:00",
NJ090210,11102,NJ290,INDOOR,11.4,NULL,0.3185,27.9331,"","2001-01-03 00:00:00","2001-01-05 00:00:00",
NJ090220,11103,NJ290,OUTDOOR,27.4,NULL,0.792,28.911,"","2001-01-03 00:00:00","2001-01-05 00:00:00",
NJ090230,20744,NJ290,"PERSONAL ADULT",15.3,NULL,0.1255,8.21103,"","2001-01-03 00:00:00","2001-01-05 00:00:00",
NJ091210,11126,NJ291,INDOOR,9.2,NULL,0.245,26.7323,"","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ091220,11127,NJ291,OUTDOOR,27,NULL,0.7305,27.0106,"","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ091230,20763,NJ291,"PERSONAL ADULT",49.6,0,0.1895,3.8231,"BGI pump did not work all the time (had problem). Just ran for 20.3 hrs.","2001-01-09 00:00:00","2001-01-11 00:00:00",
NJ092210,11128,NJ292,INDOOR,12.3,NULL,0.353,28.6887,"","2001-01-16 00:00:00","2001-01-18 00:00:00",
NJ092220,11129,NJ292,OUTDOOR,13.8,NULL,0.3965,28.7731,"","2001-01-16 00:00:00","2001-01-18 00:00:00",
NJ092230,20764,NJ292,"PERSONAL ADULT",13.2,NULL,0.113,8.56686,"","2001-01-16 00:00:00","2001-01-18 00:00:00",
NJ093210,11139,NJ293,INDOOR,8.2,NULL,0.2315,28.2704,"","2001-02-20 00:00:00","2001-02-22 00:00:00",
NJ093220,11140,NJ293,OUTDOOR,18.4,NULL,0.5835,31.6328,"","2001-02-20 00:00:00","2001-02-22 00:00:00",
NJ093230,20774,NJ293,"PERSONAL ADULT",12.3,0,0.0735,5.97024,"BGI pump ran for 32 hrs.","2001-02-20 00:00:00","2001-02-22 00:00:00",
NJ094210,11170,NJ294,INDOOR,16.6,NULL,0.489,29.5218,"","2001-02-13 00:00:00","2001-02-15 00:00:00",
NJ094220,11172,NJ294,OUTDOOR,29.5,NULL,0.9345,31.6532,"","2001-02-13 00:00:00","2001-02-15 00:00:00",
NJ094230,20783,NJ294,"PERSONAL ADULT",13.2,NULL,0.123,9.33664,"","2001-02-13 00:00:00","2001-02-15 00:00:00",
NJ096210,11165,NJ296,INDOOR,144.9,0,0.361,2.49145,"Harvard indoor flow change 16.3%. Turned off pump rattled. Pump failed during sa","2001-01-30 00:00:00","2001-02-01 00:00:00",
NJ096220,11166,NJ296,OUTDOOR,23.4,NULL,0.6795,28.9779,"","2001-01-30 00:00:00","2001-02-01 00:00:00",
NJ096230,20779,NJ296,"PERSONAL ADULT",28.7,NULL,0.256,8.91566,"","2001-01-30 00:00:00","2001-02-01 00:00:00",
NJ096240,20778,NJ296,"PERSONAL CHILD 1",40.7,0,0.3405,8.36363,"BGI personal child Marvin was not wearing the pams from 8AM - 2PM on last day of","2001-01-30 00:00:00","2001-02-01 00:00:00",
NJ099210,11168,NJ299,INDOOR,40.7,NULL,1.0875,26.7478,"","2001-02-06 00:00:00","2001-02-08 00:00:00",
NJ099220,11169,NJ299,OUTDOOR,18.6,NULL,0.519,27.8855,"","2001-02-06 00:00:00","2001-02-08 00:00:00",
NJ099230,20781,NJ299,"PERSONAL ADULT",42.5,NULL,0.3695,8.6986,"","2001-02-06 00:00:00","2001-02-08 00:00:00",
TX001110,10002,TX001,INDOOR,5.1,NULL,0.1465,28.8986,"","1999-06-23 00:00:00","1999-06-25 00:00:00",
TX001120,10001,TX001,OUTDOOR,9.3,NULL,0.2655,28.4407,"","1999-06-23 00:00:00","1999-06-25 00:00:00",
TX001130,20002,TX001,"PERSONAL ADULT",13.7,NULL,0.1245,9.0699,"","1999-06-23 00:00:00","1999-06-25 00:00:00",
TX001140,20001,TX001,"PERSONAL CHILD 1",27.6,NULL,0.244,8.83377,"","1999-06-23 00:00:00","1999-06-25 00:00:00",
TX002110,10042,TX002,INDOOR,4.8,NULL,0.1465,30.5029,"","1999-06-29 00:00:00","1999-07-01 00:00:00",
TX002120,10041,TX002,OUTDOOR,17.5,NULL,0.5155,29.4091,"","1999-06-29 00:00:00","1999-07-01 00:00:00",
TX002130,20030,TX002,"PERSONAL ADULT",14.3,NULL,0.131,9.14832,"","1999-06-29 00:00:00","1999-07-01 00:00:00",
TX003110,10090,TX003,INDOOR,NULL,0,0.0915,NULL,"Harvard indoor pump shut off at final reading","1999-07-21 00:00:00","1999-07-23 00:00:00",NA
TX003120,10091,TX003,OUTDOOR,10.6,NULL,0.2935,27.6936,"","1999-07-21 00:00:00","1999-07-23 00:00:00",
TX003130,20066,TX003,"PERSONAL ADULT",34.2,NULL,0.395,11.5365,"","1999-07-21 00:00:00","1999-07-23 00:00:00",
TX004110,10087,TX004,INDOOR,5.6,NULL,0.161,28.8765,"","1999-07-28 00:00:00","1999-07-30 00:00:00",
TX004120,10086,TX004,OUTDOOR,11.4,NULL,0.3125,27.4134,"","1999-07-28 00:00:00","1999-07-30 00:00:00",
TX004130,20062,TX004,"PERSONAL ADULT",23.1,NULL,0.2035,8.82277,"","1999-07-28 00:00:00","1999-07-30 00:00:00",
TX005110,10082,TX005,INDOOR,19.6,NULL,0.53,27.1064,"","1999-08-18 00:00:00","1999-08-20 00:00:00",
TX005120,10083,TX005,OUTDOOR,13.1,NULL,0.3485,26.5334,"","1999-08-18 00:00:00","1999-08-20 00:00:00",
