,co
103578,0.2
563600,0.7
249608,0.1
316843,0.3
96408,0.2
270482,0.5
89711,0.2
3718,0.2
570845,0.8
49996,0.2
177166,0.3
165464,0.4
73217,0.7
365260,0.2
238935,0.5
331842,0.2
414076,0.4
225323,0.3
240244,0.4
37177,0.3
572024,0.9
222136,0.3
466287,0.2
361095,0.2
32359,0.5
156833,0.3
110712,0.1
349620,0.5
120933,0.3
575939,1.0
543362,0.4
79286,0.6
50079,0.2
323365,0.2
538712,0.1
97418,0.2
385480,0.2
568190,0.7
569828,0.9
322175,0.7
301341,0.3
14804,0.2
329802,0.3
302485,0.2
89125,0.5
524037,0.1
346423,0.5
185090,0.2
76134,0.2
115508,0.3
561087,1.1
181569,0.1
570566,1.0
563042,0.8
400368,0.3
109477,0.2
296297,0.2
563528,0.8
151902,0.5
196264,0.3
434149,0.4
236054,0.4
577262,0.5
236591,0.1
71661,0.2
474487,0.1
64668,0.1
256296,0.3
259574,0.3
567551,0.4
172939,0.1
122937,0.3
373201,0.4
373796,0.1
505662,0.3
224764,0.3
481512,0.0
164954,0.4
257834,0.2
457262,0.9
105814,0.1
415982,0.4
329243,0.1
372145,0.1
257657,0.6
157048,0.5
164130,0.7
419006,0.3
15230,0.6
285800,0.2
548912,1.5
477012,0.7
75350,0.1
178484,0.1
538587,0.3
265870,0.3
515437,0.3
535787,0.2
35163,0.7
266346,0.3
387180,0.4
571673,0.8
453637,0.2
308212,0.3
67756,0.3
39582,0.2
104615,0.3
549737,0.2
100592,0.2
546037,0.9
387690,0.2
80045,0.8
222246,0.4
409960,0.2
111060,0.5
250167,0.2
175698,0.3
217631,0.2
279554,0.3
78419,0.4
441763,0.2
450362,0.2
340669,0.2
482787,0.2
190329,0.1
155906,0.5
566471,0.9
56572,0.6
13816,0.2
268271,0.2
14768,0.2
37644,0.5
564302,0.6
459337,0.3
110059,0.2
439625,0.2
391430,0.3
518862,0.0
414792,0.1
423122,0.3
491462,0.5
137422,0.3
573077,0.9
254453,0.2
575507,0.7
257383,0.3
565301,0.4
476787,0.7
161129,0.2
531812,0.8
160155,0.7
567866,0.8
121570,0.5
2207,0.4
29786,0.9
496837,0.7
546387,0.3
359820,0.3
387896,0.3
146449,0.1
301511,0.1
394405,0.3
564005,1.2
547262,0.3
441685,0.2
509962,1.0
119514,0.7
4625,0.2
25579,0.3
2158,0.2
463887,0.5
10137,0.2
