,aqi_pm25
1149392,unhealthy for sensitive groups
334512,safe
89851,safe
36927,safe
549619,safe
321127,unhealthy for sensitive groups
399178,safe
1147604,safe
1039837,safe
603112,unhealthy for sensitive groups
300753,unhealthy for sensitive groups
1047586,unhealthy for sensitive groups
340455,safe
362276,unhealthy for sensitive groups
1123645,safe
1141816,safe
53983,safe
36981,safe
1060038,unhealthy for sensitive groups
576278,unhealthy for sensitive groups
1010730,unhealthy for sensitive groups
833704,safe
998065,safe
1039197,safe
141594,safe
1119329,safe
114262,safe
56152,safe
55485,unhealthy for sensitive groups
676713,unhealthy for sensitive groups
259788,unhealthy for sensitive groups
35991,safe
1075086,safe
892793,safe
483679,safe
927491,safe
134250,unhealthy for sensitive groups
1096177,safe
236634,safe
464926,safe
1139414,safe
1022154,unhealthy for sensitive groups
95063,unhealthy for sensitive groups
374903,unhealthy for sensitive groups
1002219,safe
1000066,safe
331581,safe
214677,safe
1061417,safe
60541,unhealthy for sensitive groups
703105,safe
11952,safe
32076,safe
1043069,unhealthy for sensitive groups
186336,safe
180746,safe
65914,safe
1054169,safe
372326,unhealthy for sensitive groups
1088187,safe
1001940,safe
348193,safe
1014671,unhealthy for sensitive groups
1024183,unhealthy for sensitive groups
192979,safe
77456,unhealthy for sensitive groups
88509,unhealthy for sensitive groups
1027533,safe
882135,unhealthy for sensitive groups
704864,safe
467124,safe
1067505,safe
910560,safe
1051370,unhealthy for sensitive groups
89651,safe
1160456,safe
1003671,safe
850903,safe
351982,safe
260895,safe
817431,safe
88158,unhealthy for sensitive groups
739665,unhealthy for sensitive groups
491642,safe
775407,safe
999080,safe
1022938,safe
1037996,unhealthy for sensitive groups
7614,safe
331296,safe
142648,unhealthy for sensitive groups
14004,safe
1038136,unhealthy for sensitive groups
516201,unhealthy for sensitive groups
1033918,unhealthy for sensitive groups
814967,safe
1050518,safe
998662,safe
1034245,safe
446196,safe
190026,unhealthy for sensitive groups
1099636,safe
21825,safe
1076446,safe
1081434,unhealthy for sensitive groups
779823,safe
101887,unhealthy for sensitive groups
22545,safe
975674,safe
909061,safe
578311,unhealthy for sensitive groups
613344,unhealthy for sensitive groups
3465,safe
1088092,safe
988711,safe
320032,safe
307980,unhealthy for sensitive groups
49116,unhealthy for sensitive groups
12447,safe
139260,unhealthy for sensitive groups
110786,safe
133435,safe
28125,safe
18846,safe
351386,safe
1042660,safe
880835,unhealthy for sensitive groups
325728,safe
993396,safe
1050879,safe
335306,safe
727932,safe
431432,unhealthy for sensitive groups
905689,safe
994674,safe
1100882,safe
1104979,safe
16632,safe
261989,safe
188762,safe
1041947,safe
1055239,safe
250214,safe
1056286,safe
1050130,safe
266568,unhealthy for sensitive groups
139821,unhealthy for sensitive groups
1067470,safe
700514,safe
538010,unhealthy for sensitive groups
931023,safe
899276,safe
1082929,safe
1025977,safe
614668,unhealthy for sensitive groups
1151536,safe
926577,safe
1124088,safe
676017,unhealthy for sensitive groups
904170,safe
325694,safe
1087526,safe
952891,unhealthy for sensitive groups
197656,safe
740944,safe
409299,safe
1115994,safe
1099244,unhealthy for sensitive groups
119744,safe
1005585,unhealthy for sensitive groups
87258,safe
14814,safe
767363,unhealthy for sensitive groups
1098886,safe
74967,safe
411716,safe
568678,unhealthy for sensitive groups
18666,safe
693884,safe
478395,safe
1026209,safe
2322,safe
166073,safe
76598,unhealthy for sensitive groups
142478,unhealthy for sensitive groups
386702,unhealthy for sensitive groups
1163833,safe
347916,safe
784132,safe
1158070,safe
498604,safe
250700,safe
967434,safe
219391,unhealthy for sensitive groups
151152,safe
830564,safe
543399,safe
411675,safe
734918,safe
1157823,safe
797226,unhealthy for sensitive groups
901715,safe
121525,safe
1129275,safe
584750,unhealthy for sensitive groups
345760,safe
708137,safe
479077,safe
249700,safe
255574,safe
8721,safe
913589,safe
1028247,safe
100472,safe
289151,unhealthy for sensitive groups
868617,safe
34254,safe
379419,safe
541526,safe
132611,safe
1122504,unhealthy for sensitive groups
795025,safe
1067880,safe
71708,unhealthy for sensitive groups
968358,safe
1090773,unhealthy for sensitive groups
1100351,safe
43236,safe
1026653,safe
229361,unhealthy for sensitive groups
1081224,safe
896695,safe
996920,safe
857735,unhealthy for sensitive groups
428902,safe
968050,safe
1114961,safe
772841,safe
816019,safe
1149485,safe
729081,safe
735825,safe
528923,unhealthy for sensitive groups
1107452,safe
1070541,safe
1121823,safe
303934,safe
896508,safe
755654,safe
555074,safe
538311,safe
68490,unhealthy for sensitive groups
477374,safe
1003036,safe
1144692,safe
694363,safe
655488,safe
344680,safe
833943,safe
177649,unhealthy for sensitive groups
230049,unhealthy for sensitive groups
301575,unhealthy for sensitive groups
1130551,safe
330588,unhealthy for sensitive groups
603753,safe
1118238,safe
469054,safe
1076262,safe
262176,safe
827857,safe
476848,safe
960044,safe
1034480,unhealthy for sensitive groups
856367,safe
2043,unhealthy for sensitive groups
374398,safe
567256,safe
887075,unhealthy for sensitive groups
1073521,safe
1058429,unhealthy for sensitive groups
999801,safe
578646,safe
1014359,unhealthy for sensitive groups
579945,unhealthy for sensitive groups
328762,safe
906180,safe
1066336,unhealthy for sensitive groups
1161612,safe
9396,safe
1110723,safe
257472,safe
1149204,safe
86051,unhealthy for sensitive groups
1015448,safe
21798,safe
886548,unhealthy for sensitive groups
226603,safe
794923,safe
1039312,safe
1122042,safe
429466,unhealthy for sensitive groups
1036281,safe
1056002,safe
865061,safe
274685,safe
3699,safe
115634,safe
320972,unhealthy for sensitive groups
697708,safe
1065797,unhealthy for sensitive groups
1129837,safe
516152,unhealthy for sensitive groups
1077910,unhealthy for sensitive groups
128613,safe
103416,safe
673241,safe
892047,safe
385733,unhealthy for sensitive groups
985921,safe
975992,unhealthy for sensitive groups
1084254,safe
736448,safe
1070785,unhealthy for sensitive groups
1065482,safe
16785,unhealthy for sensitive groups
729284,safe
573988,safe
63772,safe
1087692,unhealthy for sensitive groups
76166,unhealthy for sensitive groups
1035351,safe
555942,unhealthy for sensitive groups
1106260,safe
1025546,unhealthy for sensitive groups
844078,safe
1046247,unhealthy for sensitive groups
1099626,safe
1001318,unhealthy for sensitive groups
779548,safe
1093448,safe
43210,safe
144924,unhealthy for sensitive groups
19269,safe
647708,unhealthy for sensitive groups
818351,unhealthy for sensitive groups
983431,safe
1000403,safe
1059847,safe
1129735,safe
997195,safe
1083714,unhealthy for sensitive groups
46297,safe
896947,safe
538751,unhealthy for sensitive groups
974891,unhealthy for sensitive groups
206336,safe
1115949,safe
137817,safe
7128,safe
18477,safe
362580,safe
838965,safe
28377,safe
1000246,safe
1123249,safe
957425,safe
1045454,unhealthy for sensitive groups
542294,safe
1009061,unhealthy for sensitive groups
1091607,safe
825204,safe
659179,safe
910413,safe
293096,safe
1007452,safe
449235,unhealthy for sensitive groups
1040764,safe
1046743,unhealthy for sensitive groups
707463,safe
828479,safe
1055299,unhealthy for sensitive groups
201222,safe
984874,safe
42371,safe
731242,safe
48129,safe
11034,safe
733515,safe
343549,safe
515463,unhealthy for sensitive groups
252588,safe
1073147,safe
525146,unhealthy for sensitive groups
931530,unhealthy for sensitive groups
1021239,unhealthy for sensitive groups
447530,safe
1109215,safe
1089832,safe
88394,unhealthy for sensitive groups
794489,safe
1145589,safe
968151,safe
1046003,safe
711938,safe
325323,safe
1018024,safe
10269,safe
440304,safe
1088492,unhealthy for sensitive groups
185628,safe
741070,safe
36099,safe
846057,safe
1103312,unhealthy for sensitive groups
308378,safe
1152889,unhealthy for sensitive groups
274529,safe
6930,safe
508111,safe
18603,safe
274207,unhealthy for sensitive groups
993412,safe
659801,safe
40716,safe
194633,unhealthy for sensitive groups
22815,safe
111692,safe
215711,safe
330092,safe
505378,safe
1000088,safe
9918,safe
1000758,unhealthy for sensitive groups
842867,safe
12582,unhealthy for sensitive groups
784100,safe
375686,safe
769546,safe
35208,safe
11529,safe
1047917,safe
1092383,safe
1159518,unhealthy for sensitive groups
159970,safe
868162,safe
941466,safe
876590,unhealthy for sensitive groups
573603,unhealthy for sensitive groups
1080684,safe
1090137,safe
311975,safe
166647,unhealthy for sensitive groups
500721,safe
1120018,safe
1153863,safe
1119190,safe
72326,safe
177698,unhealthy for sensitive groups
1008302,safe
905319,safe
814643,safe
1033168,safe
776908,safe
1009956,safe
782226,safe
534221,safe
528243,unhealthy for sensitive groups
765508,safe
11232,safe
140445,unhealthy for sensitive groups
1165081,safe
784621,safe
50356,unhealthy for sensitive groups
115524,unhealthy for sensitive groups
913671,safe
1002065,safe
419452,unhealthy for sensitive groups
998092,safe
309613,safe
160737,safe
545341,safe
927766,safe
692380,unhealthy for sensitive groups
1024983,safe
484405,unhealthy for sensitive groups
28278,safe
575485,safe
1899,safe
256156,safe
802569,safe
534273,safe
577378,unhealthy for sensitive groups
590108,safe
138614,safe
691567,safe
554732,safe
142722,unhealthy for sensitive groups
238865,unhealthy for sensitive groups
1036386,safe
884979,unhealthy for sensitive groups
313909,safe
1000589,safe
253854,safe
1004426,safe
326239,unhealthy for sensitive groups
1045619,unhealthy for sensitive groups
57088,unhealthy for sensitive groups
1153000,unhealthy for sensitive groups
306178,safe
771446,safe
596654,safe
784318,safe
1122941,safe
997588,safe
979365,safe
948428,safe
1064707,safe
1062251,safe
495710,unhealthy for sensitive groups
921259,safe
1092051,safe
83276,unhealthy for sensitive groups
31347,safe
354276,safe
183110,safe
600692,safe
900,unhealthy for sensitive groups
484889,unhealthy for sensitive groups
705723,safe
1818,safe
1000021,unhealthy for sensitive groups
369,safe
455917,safe
793338,safe
29817,safe
1100420,safe
207866,safe
999845,unhealthy for sensitive groups
958757,safe
290046,safe
1105109,safe
128305,unhealthy for sensitive groups
8712,safe
1114995,safe
91124,safe
166412,unhealthy for sensitive groups
547105,safe
828642,safe
173418,safe
475268,safe
1132979,safe
1043000,safe
89155,unhealthy for sensitive groups
853663,safe
1150151,safe
1060073,unhealthy for sensitive groups
299020,safe
673136,unhealthy for sensitive groups
941197,safe
1137828,safe
68287,unhealthy for sensitive groups
794972,safe
1033203,safe
448017,safe
999721,safe
375478,safe
506278,safe
58923,safe
554667,safe
500369,safe
998427,safe
522941,safe
1051551,unhealthy for sensitive groups
1097167,safe
399128,safe
415986,safe
875513,safe
56226,safe
402183,safe
1024878,safe
165562,safe
24372,unhealthy for sensitive groups
981575,safe
1088833,unhealthy for sensitive groups
1021274,unhealthy for sensitive groups
516559,safe
807197,safe
148798,safe
30204,safe
725278,safe
29115,safe
1033309,safe
359591,safe
794139,safe
999933,safe
1008877,safe
19818,safe
244278,unhealthy for sensitive groups
1097882,safe
304432,safe
316647,safe
737301,safe
58898,safe
254032,safe
155325,unhealthy for sensitive groups
657826,safe
745971,safe
649949,unhealthy for sensitive groups
1159475,unhealthy for sensitive groups
21366,safe
1166234,safe
197429,safe
1143704,safe
682619,safe
164434,unhealthy for sensitive groups
743666,safe
411804,safe
645694,safe
784585,safe
129561,unhealthy for sensitive groups
285268,safe
999017,safe
759711,safe
1042469,safe
1052638,safe
359714,safe
70883,safe
367570,safe
33858,safe
625903,safe
22293,safe
653814,unhealthy for sensitive groups
1041405,safe
648202,unhealthy for sensitive groups
1162897,unhealthy for sensitive groups
1010051,unhealthy for sensitive groups
1111354,safe
6372,safe
646357,unhealthy for sensitive groups
41763,safe
736589,safe
1091373,unhealthy for sensitive groups
72139,safe
1163765,safe
731258,safe
92837,safe
183536,safe
1052799,safe
85814,safe
569874,safe
208740,unhealthy for sensitive groups
1014938,safe
641079,safe
367334,safe
1018964,unhealthy for sensitive groups
847121,safe
454763,safe
1138143,safe
953713,safe
759151,safe
384193,safe
220076,safe
1060740,safe
37107,safe
1006005,safe
976332,safe
993241,safe
36783,safe
465496,safe
22662,safe
1009450,unhealthy for sensitive groups
759662,safe
72114,safe
121613,safe
920378,safe
996962,safe
309137,safe
1044278,safe
335083,safe
1055794,safe
509882,safe
1038867,safe
294873,safe
867261,safe
300510,unhealthy for sensitive groups
473257,safe
550584,unhealthy for sensitive groups
1110645,unhealthy for sensitive groups
476762,safe
525687,safe
1127768,safe
620842,safe
689650,safe
173812,safe
965227,safe
401859,safe
159694,unhealthy for sensitive groups
22770,safe
