,no2
25092,9.0
913007,5.2
48913,8.0
588592,23.5
292879,23.2
892391,26.9
232472,11.4
853418,25.1
598766,24.7
356058,22.5
622721,7.0
635188,11.6
1032224,19.4
732683,14.7
737762,3.4
716396,14.5
759393,1.4
444170,37.2
32139,0.5
278930,20.4
992948,1.0
461808,43.3
1028070,11.8
42520,42.0
879206,16.3
179105,31.7
3078,16.7
763919,16.3
868077,4.9
493319,17.5
342371,13.9
483672,8.7
259095,10.0
1044627,14.8
685514,3.9
109909,15.2
890471,21.4
874159,28.5
240617,21.7
691820,25.6
430810,13.9
523426,36.3
413174,1.8
760411,5.6
792598,20.4
841521,7.5
592330,6.9
750317,26.2
766160,17.0
75492,14.0
62324,23.0
383411,25.0
288778,8.7
682489,4.4
706745,2.8
4527,4.4
634610,12.3
723477,2.7
1029145,15.6
652856,22.2
223945,30.4
215745,30.0
165407,21.6
764542,5.4
50340,29.0
1854,1.0
764691,23.2
607577,8.9
321790,20.4
909273,3.4
227447,32.0
836639,17.6
830613,24.9
530129,30.1
641149,7.9
861202,4.7
1458,14.0
773539,8.0
363986,23.9
56307,21.0
80110,20.0
525896,27.2
197186,21.5
415253,16.3
157294,25.3
1980,9.0
80802,11.0
253667,8.2
173658,40.0
1021949,15.8
540336,8.1
671545,18.0
362216,24.9
620921,11.6
279234,9.1
198518,17.2
237553,2.0
672549,18.9
124381,3.5
575246,24.7
76511,5.0
945603,6.4
414645,25.6
631074,30.0
130191,2.8
1025516,11.2
140021,24.1
1004724,4.7
521580,10.0
71356,11.0
944521,23.9
816644,14.9
1009830,13.9
110671,10.5
1047023,0.9
245796,7.6
571209,13.8
616399,11.9
947941,24.3
556852,6.3
672511,19.3
1014999,3.0
365798,10.0
320264,5.1
364138,10.2
5553,15.9
80815,34.0
1031437,10.1
397662,22.9
403119,12.1
536028,26.9
347915,22.7
206654,57.7
892328,14.4
449056,24.0
143205,18.7
752185,24.1
555254,13.8
470999,7.2
923258,27.5
822123,6.2
415447,40.5
767256,9.0
574187,39.2
817265,7.6
454373,16.6
125599,8.0
465023,29.1
442446,10.6
129181,21.1
589083,39.7
725813,35.5
291175,8.2
719529,1.9
994229,20.6
732264,3.1
750254,16.3
985137,5.7
1024834,7.1
480682,14.5
144875,12.0
222171,42.0
191678,9.1
784061,56.0
7056,1.3
794494,25.1
582589,28.4
1031077,16.5
742906,22.0
907862,26.5
92566,28.4
431488,7.5
990363,22.0
983884,17.7
89302,33.0
981184,3.3
962973,19.2
701330,18.2
977330,23.3
12537,1.3
294618,21.1
768536,21.0
764644,17.3
357958,28.9
387213,7.6
987639,13.9
673794,20.7
598094,30.0
807915,8.0
272910,43.6
230019,8.4
466153,21.4
106002,51.0
2349,23.9
407387,43.5
643588,38.8
750624,25.2
577098,2.2
200298,10.0
887315,3.6
533916,41.7
762761,1.2
816455,28.3
948490,20.8
282601,9.1
835408,19.4
663489,22.0
312805,23.7
160119,18.6
1045894,23.9
1043104,32.9
511344,24.1
770007,17.0
256099,6.1
346686,3.9
6588,5.8
812527,31.6
38414,10.0
918164,29.6
457037,17.1
301215,15.7
1026193,14.0
998371,28.3
131178,18.1
352940,12.4
1021704,8.2
148480,24.4
968319,26.8
1038485,18.1
29736,21.6
973680,6.9
818396,12.5
1031763,9.3
389567,11.0
410831,33.9
76183,19.0
172724,33.6
348241,32.5
385118,25.1
839611,5.3
431370,5.7
308313,14.8
289146,7.7
516065,33.7
629975,30.6
231244,4.6
22212,0.7
1000307,40.3
880252,20.3
375481,2.3
921910,49.7
393022,15.5
513039,24.9
583759,30.5
141690,11.0
778707,14.0
837424,31.5
993486,17.7
507852,6.7
404590,22.8
363810,36.7
685981,5.9
50220,8.0
215175,4.6
841036,19.8
637535,14.3
467039,44.6
953007,5.9
292296,13.3
792472,23.3
210500,10.3
499683,27.7
715493,17.5
614218,18.4
96427,20.0
235349,21.5
46642,39.0
525860,45.7
1001794,19.1
294382,45.9
524495,14.2
515569,33.0
962901,16.5
767906,6.0
771809,21.0
899293,33.5
100928,32.4
901591,10.2
315109,14.5
729279,9.4
805530,18.9
921150,5.5
1034067,5.2
867267,15.2
810086,25.5
108261,34.3
230410,15.6
858168,8.6
1000451,28.3
357464,44.7
1034330,2.6
153529,21.6
278415,51.7
130912,30.6
115842,14.8
923670,26.8
391523,20.7
764620,18.3
285794,10.5
317208,14.1
255968,13.8
486055,13.7
894533,21.1
1037866,11.4
743975,16.9
514539,19.3
687502,9.3
199430,8.7
965176,9.2
485886,5.8
932083,5.6
487519,24.3
1521,1.0
789767,47.0
443338,33.7
959794,10.0
380677,8.4
219958,10.1
887378,5.1
831268,13.3
419435,15.0
942152,42.9
441182,16.8
465373,30.0
910974,4.4
314229,47.0
959540,8.9
488495,19.0
246555,6.1
696974,5.9
91105,8.0
867825,8.7
759405,32.8
834235,29.6
704140,15.6
958193,8.7
821273,12.3
975933,18.5
955544,10.8
344971,16.3
154942,33.9
415839,35.4
509115,5.8
434367,7.4
763925,5.6
894310,65.7
523738,11.2
30222,12.8
276179,37.2
375870,11.1
979543,19.3
243254,13.9
663472,3.9
976250,16.3
29718,9.2
807537,12.4
99066,47.3
438911,4.8
577478,25.2
588231,5.8
761813,20.5
650642,16.6
18783,0.6
696483,29.9
598749,25.4
759577,26.7
26631,1.6
815476,10.2
240827,20.7
816266,21.5
289855,7.1
598060,12.6
506757,17.0
892483,32.7
261105,6.2
521470,15.4
372355,28.5
605395,12.5
707793,26.6
768763,36.0
793056,7.0
697012,8.8
965943,14.7
794052,52.0
151563,11.5
416496,8.2
352559,18.5
884954,5.8
507705,23.3
209434,20.4
454102,29.7
118518,8.0
364154,8.4
384804,27.7
1002188,16.2
742066,14.9
543705,12.3
154552,27.9
687511,14.8
774892,8.0
817517,9.4
20484,21.1
489618,6.4
244942,1.7
358838,30.3
1044555,33.8
988016,17.4
289737,16.1
232141,28.6
212312,18.7
189878,8.8
746995,4.8
542941,4.6
710476,9.9
700892,17.7
747565,28.6
51893,26.0
437486,8.9
947797,36.8
961754,53.2
364429,5.3
1017512,55.5
623736,11.2
975505,10.4
1016729,9.0
89990,46.0
230286,18.1
286217,41.0
656702,6.6
591764,9.1
570714,26.6
255721,5.3
308980,8.5
1042859,19.0
552876,11.6
151073,34.5
993593,17.3
909399,19.4
54235,26.0
936566,5.9
73695,3.0
800225,6.3
953703,33.9
880067,12.5
291346,34.7
959760,16.7
39189,31.0
703447,8.7
254169,2.4
697789,13.8
321946,17.4
879647,18.9
583914,9.4
257060,7.1
494764,11.3
178933,16.0
553707,5.8
84195,27.0
538275,18.0
982255,8.8
426420,41.8
995275,8.8
490505,3.3
66558,28.0
635234,13.1
7020,0.7
278277,50.2
179281,23.0
398420,19.6
466973,37.2
455979,14.3
721596,22.1
392884,14.1
705304,34.5
25119,0.9
918668,40.3
483590,24.2
338940,26.6
231944,10.4
789103,40.0
520064,10.0
666013,1.5
279242,11.0
218270,13.9
30114,5.4
578922,18.1
908168,6.7
591268,26.6
742571,10.4
894155,22.6
746508,18.4
107662,13.0
623169,19.9
186238,23.8
877489,30.7
5184,10.8
84979,21.0
813308,27.3
724376,18.0
985171,6.0
499937,6.8
320899,3.4
117547,7.1
496176,19.5
800691,7.2
293465,23.9
458359,34.2
136004,11.1
273942,53.8
809544,12.8
807663,15.7
798434,18.0
343387,19.7
659517,5.8
168966,22.8
264223,30.8
989951,28.7
13464,17.3
323505,17.1
869375,29.3
784200,9.0
838788,3.4
760380,9.6
1014284,31.0
657391,20.4
1005203,16.5
983470,8.9
330399,11.6
928123,20.4
902611,29.3
695341,16.6
476679,33.6
136750,15.3
23715,26.7
798749,12.5
235565,23.3
725486,16.3
670159,8.9
707580,8.5
699150,10.7
453929,35.8
556851,9.7
995961,17.7
394229,10.3
985353,3.4
886694,12.3
542937,22.2
232502,32.6
439934,18.1
810927,35.4
684367,10.9
482315,22.2
586623,10.1
46185,46.0
997828,22.8
743345,13.4
871109,15.2
711107,9.6
90582,14.0
19287,6.8
970619,17.2
695975,28.0
437049,3.3
235215,12.7
739862,24.4
919042,16.7
333687,38.4
875725,23.9
90263,39.0
981193,2.1
943592,4.4
1296,1.0
514686,26.9
995889,21.7
697872,34.7
561788,8.0
766151,8.0
740188,5.6
51947,21.0
420725,7.7
220673,31.7
286749,32.3
983927,3.9
358025,20.7
742915,24.9
634163,6.1
918000,5.3
511977,6.1
178916,4.5
484287,16.9
34020,19.6
922070,42.6
313634,22.3
429661,16.5
919487,35.7
180292,3.2
828878,11.2
796557,19.6
1010725,9.0
576846,15.2
1012466,17.6
581216,35.1
226674,21.1
596172,6.6
637905,16.1
70514,11.0
780948,18.0
32292,3.2
18225,3.2
817022,16.2
361782,4.5
197199,24.1
169387,6.2
639563,11.7
1034211,3.6
475810,31.6
628070,4.1
21933,8.5
475268,29.5
740756,18.6
953189,5.6
333410,38.0
491950,28.3
971881,30.5
45934,15.0
722834,6.9
568719,10.6
1046321,3.0
855938,25.6
92136,16.0
743092,17.5
660342,30.7
957871,11.1
441794,12.6
639410,24.4
896789,16.9
281510,4.4
787070,31.6
478620,18.3
216584,43.7
64622,27.0
804866,14.6
537391,40.2
1323,9.0
701830,16.1
877867,6.1
713868,30.4
144001,18.1
377015,7.4
184088,7.8
45390,11.0
1012610,22.2
246852,10.0
970869,2.2
275373,12.0
843071,9.8
973723,14.5
235879,14.2
33867,19.6
701326,8.8
983893,4.5
4581,18.2
961268,14.0
775484,7.0
1035911,13.3
747818,5.4
309655,27.3
534200,48.8
282859,32.1
1026247,29.1
45779,28.0
303894,1.9
204487,29.7
877417,30.2
293982,4.4
355207,18.6
572086,23.7
186796,5.5
185669,18.7
159934,21.5
428255,14.6
254452,7.7
883713,9.2
120140,11.8
456190,19.0
421861,18.0
20673,4.9
912944,6.3
611438,7.6
4851,12.5
174979,23.6
368618,20.0
513481,29.1
496836,5.0
360230,3.9
556250,28.2
602835,1.6
193048,5.3
142508,3.5
375866,6.8
763343,17.3
528562,1.8
107858,3.6
369963,4.6
400004,29.1
778455,18.0
193417,18.3
365112,26.6
214687,6.4
531728,27.4
1046861,4.9
406636,29.5
755433,3.5
501937,9.0
757811,36.1
911348,14.5
172040,40.9
81192,26.0
923359,18.8
910634,17.8
311018,7.1
340484,17.6
380076,13.9
572528,19.5
1003509,10.4
886786,11.7
1040645,6.5
856026,8.4
63720,2.0
267046,5.5
347399,24.9
903023,20.0
506591,25.4
4437,1.7
134411,6.5
10116,6.1
324078,23.5
180137,17.2
568119,16.9
1656,1.0
222745,50.2
499394,7.5
1038582,9.5
171778,36.7
904375,11.8
989412,7.4
458682,29.5
232879,28.2
436968,8.1
679031,8.3
669302,8.8
1002748,11.0
536677,23.9
1046336,42.9
934623,4.0
836126,17.5
292797,7.9
855904,26.4
209848,6.3
864579,32.3
573835,16.2
355178,15.4
275885,28.7
617747,1.1
965142,6.4
568785,11.5
706244,3.6
831835,15.2
911314,9.5
872978,8.4
879109,15.1
175727,8.6
366950,11.6
316276,15.8
732493,12.2
889475,3.5
39118,15.0
268711,27.5
322846,15.5
2097,8.0
424173,18.6
349492,47.8
1043426,31.8
638236,33.6
763957,5.7
245264,1.7
660539,64.5
973444,9.9
565459,11.9
575880,39.5
674766,3.1
279485,37.2
882099,5.8
833109,23.3
731884,8.7
342084,20.5
746658,18.9
169086,38.3
178765,42.7
875464,32.7
1045413,33.8
969476,11.3
855812,20.7
85938,28.0
282159,15.6
821765,4.2
530212,30.2
169211,19.8
334227,39.9
836916,6.8
834525,35.2
742973,27.9
427106,28.6
731716,6.3
835379,23.6
651666,10.0
656736,23.8
342088,11.6
840014,6.3
78951,4.0
873428,35.8
237484,23.7
403832,13.8
488979,18.9
736973,13.4
759997,11.0
626142,18.0
533026,7.7
536095,47.3
380205,8.8
91089,8.0
881037,31.6
989488,25.5
711465,2.4
675461,36.8
424703,45.3
660669,28.6
225758,52.0
1044843,35.3
150721,25.2
42622,10.0
1039925,17.0
100298,45.9
264294,64.5
298509,24.7
473371,32.9
113340,13.6
290666,17.8
885172,10.9
636735,35.5
446408,3.7
551641,20.5
970797,2.6
672688,7.1
241632,1.2
255222,13.8
918315,27.9
30483,10.9
607299,38.6
711985,32.1
828165,11.7
119709,9.7
117921,17.3
866961,17.6
142413,14.3
216022,18.8
10566,23.3
5193,5.5
421204,42.6
232304,28.2
1033457,7.2
545907,22.8
955895,5.2
885760,4.5
503662,12.6
61980,12.0
869686,5.0
952388,25.9
359937,39.8
428746,32.5
15930,1.0
47861,43.0
198910,5.6
1026575,15.1
563884,9.2
405416,78.0
286237,38.2
729157,17.0
123505,19.9
431496,12.9
436498,10.4
311585,4.2
872155,19.3
458263,12.3
282389,6.1
663829,0.7
307374,11.1
388867,19.4
381017,7.9
76703,6.0
135480,18.3
611117,4.6
340504,4.9
178589,31.4
963837,13.1
883524,21.4
118050,10.5
11070,10.3
763559,3.5
374254,8.2
536603,21.8
617547,10.3
748601,15.2
961196,2.9
848545,16.4
231827,45.8
376479,6.3
484710,29.5
568282,37.8
637093,29.8
853220,18.5
917429,7.2
377751,6.2
994092,13.7
806538,33.1
10035,0.7
805152,25.3
529190,26.0
55935,17.0
444726,17.2
102274,25.0
1024105,42.6
14400,8.7
989697,26.9
944546,7.5
562561,21.0
176551,38.2
447664,5.5
20979,11.2
125569,9.8
603290,47.2
911663,20.7
211084,20.6
702175,23.5
965367,27.6
402591,18.0
894650,8.2
110450,30.2
129619,8.8
410969,31.6
925869,8.1
200148,49.0
1046365,6.5
181759,18.9
582551,24.6
382948,8.7
756777,8.0
47170,42.0
1013067,28.0
339666,44.5
342277,19.1
117585,14.2
960865,15.0
729653,15.7
388215,13.4
155638,29.5
663115,4.1
1028675,20.3
282298,15.3
888441,6.0
600900,29.7
802014,8.9
364171,13.6
19800,0.8
968760,6.9
728173,18.6
327326,37.2
754572,33.9
556372,7.5
644428,25.3
861647,20.3
19656,17.2
387397,17.8
93165,35.0
622323,7.2
993270,11.0
1027613,12.3
161166,35.4
937027,5.4
154762,15.7
490122,24.2
483836,19.4
563905,3.7
399959,30.9
138310,33.2
600298,18.2
720403,13.9
68126,27.0
391478,41.9
922032,16.0
14670,15.2
987115,19.5
886008,6.5
593112,19.9
87879,11.0
1018493,22.1
273978,39.6
892823,6.3
293917,6.9
1015372,63.3
66119,24.0
796460,40.0
608697,32.7
357313,9.8
331255,28.7
299931,41.2
651675,17.0
284517,27.3
982885,3.7
20223,14.8
439739,35.3
831113,18.5
94286,31.2
983308,13.0
214762,20.9
886622,5.4
269945,32.6
477650,43.0
760545,23.4
1001862,7.6
13563,1.2
239000,21.9
663010,8.6
124385,10.7
253465,3.2
994859,6.9
707918,7.2
876510,36.7
585779,24.7
766819,12.0
577697,18.1
580214,5.0
112284,18.9
957842,10.7
175646,9.6
355047,31.4
76930,32.0
708764,19.9
581155,19.0
382416,12.9
792497,12.8
839544,3.3
617255,7.3
418347,5.7
629376,16.5
16380,4.3
192893,14.8
756888,36.1
916193,9.9
600618,29.4
518613,6.7
218829,24.0
78010,32.0
51097,18.0
822415,19.1
776010,10.0
489367,11.6
7623,1.1
308610,1.9
630117,34.0
593150,42.3
920524,24.4
83860,34.0
30852,12.9
1037045,34.5
647777,22.5
929901,12.6
356318,14.9
500765,5.8
949451,8.7
440974,19.4
491760,4.2
706958,8.6
481312,6.7
688848,20.6
1046882,11.8
511994,17.0
963232,23.3
45833,23.0
745654,12.3
972093,15.1
330403,6.2
159981,38.8
7245,3.1
171851,31.6
936100,1.3
401604,10.8
338055,8.1
188604,8.0
37941,17.0
338106,6.1
917622,38.3
679948,8.1
26730,2.7
909651,3.1
338298,10.0
207448,43.4
706892,10.2
498807,11.7
494260,4.2
418441,8.2
248128,36.5
536500,28.5
814594,7.9
726802,2.9
210360,4.6
445906,0.7
859050,21.4
656333,8.4
724801,5.0
881091,6.3
252070,11.5
782460,11.0
28242,0.6
761476,10.6
30204,27.8
588928,25.4
183298,26.0
78591,23.0
280802,13.4
306549,38.0
163622,5.8
779708,6.0
621175,5.8
762813,9.5
1746,4.0
203254,5.1
14292,10.7
960332,4.6
692967,34.3
1046257,4.3
761590,34.6
14067,11.7
703795,12.8
162746,2.8
628510,19.5
538021,35.8
567487,3.7
563754,11.9
710209,18.0
932731,3.8
824825,9.7
349973,46.1
68375,19.0
741898,20.4
611451,9.4
719444,15.3
959155,8.6
714872,22.8
310691,22.7
291110,6.4
117720,6.0
432723,3.8
591445,18.5
908051,8.8
871995,2.3
762699,18.2
562566,6.3
239271,8.5
1014826,3.0
792418,16.9
510209,15.6
429442,12.2
44948,25.0
970106,26.1
151669,16.8
323710,29.9
978046,4.6
583844,25.0
848734,17.1
33354,8.8
971953,10.9
75934,21.0
683346,6.4
975514,27.6
458758,31.8
666391,14.3
438440,13.5
673295,3.9
849083,31.4
17091,19.5
503411,4.4
1003619,8.4
21888,2.0
1009436,12.4
768473,13.0
932193,11.3
862277,23.7
739577,10.8
717816,9.4
520060,13.9
24849,31.2
10593,3.8
511198,13.4
592436,7.8
76029,17.0
523216,44.4
709762,15.8
644243,11.9
1046601,28.0
613894,6.2
880038,23.6
1010716,9.1
361262,13.3
545571,17.9
1046678,24.7
19197,4.3
336538,21.9
584910,5.9
197253,19.3
617338,12.5
549864,21.0
275986,35.2
876292,10.4
417462,9.2
852968,7.6
835017,6.0
91882,19.0
819294,16.5
437499,15.1
979802,4.1
1002116,13.1
18522,9.4
66807,29.0
914843,9.2
361677,17.3
376372,1.2
869724,25.5
511615,13.7
1030178,32.0
102143,20.0
18612,1.2
22761,1.8
864945,11.1
450966,17.5
318647,4.5
284612,19.9
566447,10.5
244080,39.4
53883,23.0
892958,20.4
898033,18.7
302132,16.8
582249,25.5
790960,19.4
684707,11.4
167727,51.6
122073,6.5
956960,21.5
712343,40.0
207521,34.7
630052,26.0
1031610,4.5
1032321,6.3
351428,10.3
19143,0.6
634138,18.7
801737,20.7
828869,11.0
955281,9.5
924023,25.1
657059,2.3
341938,34.7
700305,26.6
838603,11.6
485026,29.7
637888,10.3
945151,27.8
763514,17.0
12492,1.7
762687,13.4
1018358,1.9
947284,13.2
194284,24.9
56429,17.0
974524,10.1
359010,20.2
946564,4.6
127390,27.9
514191,19.1
70866,14.0
647403,5.8
367819,46.1
754131,36.0
439269,12.4
741567,4.9
631894,32.1
675806,20.5
184251,18.5
339166,34.2
489835,12.8
510296,14.9
1008430,18.2
97484,60.0
489433,5.4
759279,24.4
586258,20.6
720050,8.6
543620,25.2
2628,20.0
921179,7.4
482984,18.1
134215,5.0
722347,0.4
933712,20.9
833676,5.7
516023,6.5
149559,38.3
186649,12.4
287746,7.8
564745,3.6
845555,11.0
166044,8.1
42344,32.0
473790,29.3
476839,17.0
272344,50.3
501231,3.7
655348,5.5
581610,36.5
711822,7.3
585631,25.3
1044948,2.0
583261,32.2
131977,13.3
743243,11.7
253113,3.6
141199,21.8
852590,10.4
613907,15.7
86503,19.0
636846,10.9
657269,7.7
390061,18.9
722313,1.5
965464,15.4
135698,28.8
392309,23.7
390552,10.7
423324,15.2
640494,16.4
830739,42.0
929968,14.1
292650,2.3
952939,5.8
618468,5.1
576134,28.9
890433,12.2
996121,4.2
508525,10.8
900751,20.4
447491,0.7
903934,35.1
547130,7.4
439795,15.4
1046026,13.8
550370,37.6
958015,31.6
962071,6.5
52811,15.0
163733,20.8
914654,14.5
760865,25.8
201225,20.6
938569,23.9
977348,10.6
1036253,27.9
652860,27.5
726359,19.2
200173,33.9
764983,19.4
41498,30.0
260636,10.1
29601,14.9
101653,14.7
856278,20.1
890912,15.9
424350,15.8
306901,55.1
856660,41.2
719554,9.4
684416,16.0
477146,22.7
870668,23.3
658558,46.6
389164,6.1
964269,13.5
436422,12.7
975582,19.4
785448,42.0
293082,17.0
139242,17.8
497266,10.1
761849,6.5
234362,12.2
133691,2.9
874474,21.2
720264,22.9
989014,12.4
52631,21.0
335654,19.0
182819,16.3
393820,26.3
842304,13.4
558971,24.9
770238,48.0
192256,12.1
958485,2.9
35514,7.9
298480,18.9
419093,46.1
238274,33.3
471420,11.2
210745,14.7
978444,5.6
77567,15.0
428885,25.0
386620,19.2
865944,14.7
429087,12.2
145377,7.4
940149,31.3
449609,14.8
155587,8.6
619319,24.4
14076,4.8
105429,23.0
1021636,27.1
637773,3.1
197589,25.5
954699,42.8
687688,12.4
646420,10.9
643067,16.0
138698,10.1
347562,33.9
908546,3.9
38079,26.0
548107,36.3
559096,17.3
34164,5.2
675481,9.6
311858,15.6
515030,41.3
788519,40.0
637887,21.3
368031,35.5
520778,11.1
534903,50.5
138059,9.3
1011157,11.2
800666,10.9
409141,18.1
872348,42.0
365522,41.3
96693,13.6
655692,21.9
271447,17.6
636067,11.1
1041509,38.1
973507,6.1
789952,32.0
927763,6.3
27675,7.6
883263,5.3
726339,13.7
174493,26.6
434493,2.1
406460,28.8
803543,18.2
636616,8.0
190522,3.1
228327,7.5
689336,17.7
816068,21.7
728131,8.6
918794,32.6
1018176,9.3
526848,41.2
178971,11.9
491425,1.0
340530,21.8
1008266,8.5
573618,8.6
75677,14.0
144361,12.2
975288,27.5
277417,23.8
65759,5.0
825947,9.2
1040699,17.4
175624,10.6
861832,7.2
373134,6.5
113151,10.1
479658,7.1
1031250,37.7
676991,17.8
717135,7.0
249081,2.0
916660,21.9
646016,30.0
804299,12.5
351545,1.0
740416,11.1
74047,22.0
744164,28.8
12555,14.0
649819,21.5
314330,14.8
277073,32.2
947030,10.1
771721,31.0
167032,9.5
681019,14.9
960955,11.1
25596,3.5
320599,2.6
1035936,13.3
772414,50.0
933784,24.8
799964,4.6
40842,25.0
68384,19.0
105227,12.9
399937,30.8
132496,15.0
232296,9.3
798308,11.2
88813,47.0
113155,24.7
763682,34.0
195462,23.4
682912,14.8
983139,10.8
25479,0.7
651667,10.5
695529,18.3
966764,26.5
748650,10.0
887072,16.5
1002078,12.1
831680,19.3
647486,9.1
1028781,4.6
227690,36.6
897482,16.9
33579,14.7
314213,44.8
405679,27.1
871361,26.4
550068,46.6
84345,9.0
364466,13.4
729981,9.9
444848,7.7
554257,3.8
75295,9.0
628821,29.3
742890,5.2
634482,6.9
93094,30.3
353562,16.4
997045,7.5
119803,11.4
