,aqi_no2
177186,safe
188233,safe
15174,safe
283911,safe
724161,safe
517187,safe
336509,safe
131298,safe
308808,safe
852158,safe
127339,safe
860789,safe
701145,safe
603640,safe
421330,safe
260757,safe
601930,safe
1041941,safe
1014475,safe
239909,safe
900016,safe
271312,unhealthy for sensitive groups
293502,safe
448319,safe
625554,safe
535206,safe
36651,safe
702621,safe
284582,safe
181186,safe
868023,safe
688270,safe
469180,safe
913016,safe
611611,safe
373314,safe
1012664,safe
932803,safe
480309,safe
892420,safe
117218,safe
839418,safe
38792,safe
131931,safe
317444,safe
997608,safe
224690,safe
904560,safe
927619,safe
999166,safe
873806,safe
154036,safe
788948,safe
759122,safe
1029501,safe
646634,safe
983758,safe
630893,safe
45423,safe
329523,safe
465252,safe
326974,safe
231270,safe
762153,safe
723347,safe
219799,safe
719984,safe
637531,safe
798405,safe
683010,safe
866549,safe
763317,safe
697987,safe
504642,safe
653948,safe
9936,safe
804576,safe
699801,safe
15660,safe
148055,safe
317967,safe
893550,safe
761217,safe
985866,safe
659197,safe
1009643,safe
871525,safe
389718,safe
841223,safe
395771,safe
830395,safe
464610,safe
359878,safe
524652,safe
210433,safe
325784,safe
506322,safe
614772,safe
886782,safe
842954,safe
193798,safe
490245,safe
63184,safe
392498,safe
401755,safe
921944,safe
1016133,safe
607184,safe
179023,safe
543817,safe
5625,safe
83834,safe
469698,safe
759554,safe
196889,safe
925220,safe
479477,safe
71274,safe
381843,safe
946915,safe
837323,safe
784944,safe
364229,safe
37641,safe
939404,safe
1046537,safe
301039,safe
763443,safe
31302,safe
167723,unhealthy for sensitive groups
397928,safe
144523,safe
6255,safe
385461,safe
470634,safe
92467,safe
989378,safe
228818,safe
919651,safe
577920,safe
828669,safe
759669,safe
432399,safe
1710,safe
926272,safe
661018,safe
129995,safe
959036,safe
660324,safe
928296,safe
27576,safe
847246,safe
362321,safe
162570,safe
115510,safe
597423,safe
869816,safe
806025,safe
385864,safe
886109,safe
428251,safe
761749,safe
593986,safe
355500,safe
386530,safe
455343,safe
764091,safe
525815,safe
202726,safe
1045930,safe
397576,safe
246656,safe
362550,safe
192127,safe
968353,safe
799758,safe
390044,safe
390920,safe
965637,safe
224601,safe
948157,safe
643071,safe
833878,safe
462045,safe
477482,safe
529212,safe
182712,safe
910256,safe
696201,safe
427153,safe
678543,safe
574019,safe
486654,safe
1010750,safe
226571,safe
1009932,safe
680535,safe
600834,safe
165443,safe
669701,safe
434674,safe
650508,safe
863499,safe
371646,safe
663595,safe
688617,safe
25713,safe
759331,safe
880063,safe
168148,safe
463811,safe
492163,safe
381817,safe
1030225,safe
764160,safe
764884,safe
305319,safe
98852,safe
13653,safe
55991,safe
661435,safe
443966,safe
838473,safe
1026723,safe
1031403,safe
1043363,safe
261113,safe
822629,safe
980955,safe
551847,safe
463619,safe
369649,safe
605657,safe
723372,safe
686183,safe
763063,safe
1005514,safe
1046475,safe
511034,safe
319478,safe
502134,safe
82199,safe
161355,unhealthy for sensitive groups
28404,safe
763070,safe
963308,safe
304177,safe
521454,safe
682674,safe
983461,safe
764646,safe
174434,safe
279293,safe
930328,safe
960980,safe
424156,safe
602528,safe
77589,safe
863852,safe
896007,safe
327624,safe
283215,unhealthy for sensitive groups
405646,safe
461454,safe
345254,safe
249261,safe
427238,safe
788607,safe
602869,safe
624599,safe
1015892,safe
627331,safe
198075,safe
919588,safe
157165,safe
928690,safe
48930,safe
339972,safe
1030865,safe
981929,safe
311346,safe
442926,safe
1032186,safe
1038764,safe
315546,safe
756445,safe
586135,safe
383296,safe
898188,safe
340684,safe
522243,safe
766185,safe
985344,safe
806160,safe
286698,safe
1046714,safe
832861,safe
759131,safe
345151,safe
367120,safe
771183,safe
391690,safe
651041,safe
997493,safe
745889,safe
652352,safe
80548,safe
483705,safe
709553,safe
216366,safe
910285,safe
396844,safe
151716,safe
566095,safe
542651,safe
468839,safe
610852,safe
3492,safe
754421,safe
149000,safe
674796,safe
135991,safe
1015161,safe
375924,safe
648051,safe
177518,safe
667672,safe
988236,safe
888160,safe
318119,safe
494617,safe
12375,safe
119665,safe
420799,safe
902800,safe
775556,safe
622060,safe
611447,safe
930900,safe
78943,safe
648811,safe
27585,safe
827047,safe
899289,safe
759093,safe
1001938,safe
479309,safe
217897,safe
381360,safe
590486,safe
192759,safe
1009805,safe
389059,safe
627964,safe
318856,safe
704093,safe
177694,safe
782237,safe
137049,safe
1045383,safe
897520,safe
227498,safe
629007,safe
913986,safe
922410,safe
1037315,safe
227623,safe
270142,safe
47531,safe
267679,safe
183347,safe
379029,safe
457797,safe
497517,safe
269162,safe
60039,safe
507869,safe
573750,safe
114138,safe
774367,safe
639686,safe
887038,safe
991525,safe
673631,safe
1024440,safe
963,safe
413760,safe
127700,safe
4239,safe
21330,safe
51889,safe
550328,safe
326923,safe
22149,safe
273879,safe
484472,safe
928618,safe
244577,safe
294170,safe
350845,safe
558603,safe
382767,safe
734991,safe
1036847,safe
565413,safe
167205,safe
763507,safe
224526,safe
860436,safe
553165,safe
267511,safe
261040,safe
430365,safe
730313,safe
724338,safe
768671,safe
294320,safe
928431,safe
374585,safe
800565,safe
151399,safe
21186,safe
381163,safe
233030,safe
261813,safe
322616,safe
474444,safe
30141,safe
329712,safe
841773,safe
242283,safe
566725,safe
654853,safe
756420,safe
1029035,safe
196638,safe
265799,safe
861067,safe
22932,safe
820420,safe
760561,safe
755773,safe
348237,safe
345717,safe
537071,safe
242635,safe
30870,safe
404004,safe
374233,safe
276330,safe
658222,safe
291384,safe
313962,safe
235984,safe
333901,safe
342936,safe
681711,safe
322801,safe
914490,safe
250469,safe
732208,safe
291583,safe
4455,safe
78130,safe
862680,safe
353461,safe
867150,safe
846195,safe
573869,safe
42224,safe
650176,safe
121234,safe
718894,safe
427540,safe
47883,safe
520498,safe
28062,safe
924552,safe
663178,safe
15597,safe
281494,safe
759883,safe
570763,safe
555585,safe
1039052,safe
464791,safe
949937,safe
50629,safe
11439,safe
369066,safe
726788,safe
397486,unhealthy for sensitive groups
502927,safe
1015093,safe
589522,safe
876787,safe
989459,safe
1030962,safe
531690,safe
233326,safe
427363,safe
284779,safe
792384,safe
1041322,safe
424440,safe
474547,safe
591638,safe
817454,safe
866385,safe
494462,safe
517285,safe
1030717,safe
998569,safe
250309,safe
614718,safe
625853,safe
1043176,safe
139263,safe
237328,safe
373671,safe
739610,safe
804081,safe
762419,safe
464665,safe
866671,safe
376844,safe
950153,safe
980272,safe
274766,safe
358361,safe
30105,safe
272151,safe
1011220,safe
432352,safe
161518,unhealthy for sensitive groups
850634,safe
140181,safe
423557,safe
588248,safe
993772,safe
966069,safe
981244,safe
502949,safe
410474,safe
730080,safe
523691,safe
8118,safe
42762,safe
686736,safe
229417,safe
577114,safe
689955,safe
806097,safe
380373,safe
26208,safe
207624,safe
781330,safe
824224,safe
906883,safe
936379,safe
729128,safe
963054,safe
12411,safe
957028,safe
575700,safe
160790,safe
615201,safe
128195,safe
794490,safe
1015460,safe
465019,safe
640883,safe
59560,safe
598757,safe
356265,safe
285009,safe
559260,safe
753102,safe
877354,safe
678711,safe
1019429,safe
799821,safe
570848,safe
385822,safe
877451,safe
43991,safe
459589,safe
44060,safe
503998,safe
1031475,safe
409705,safe
915352,safe
996240,safe
762595,safe
313978,safe
333359,safe
486477,safe
555464,safe
420866,safe
364596,safe
60949,safe
675136,safe
982919,safe
761500,safe
690787,safe
368171,safe
923422,safe
224905,safe
763733,safe
409825,safe
579016,safe
1032699,safe
1043354,safe
593822,safe
377837,safe
710077,safe
572945,safe
18828,safe
39098,safe
224105,safe
796422,safe
859621,safe
343494,safe
274716,safe
71046,safe
435522,safe
808264,safe
921242,safe
15552,safe
198088,safe
173346,safe
85167,safe
457306,safe
675181,safe
760937,safe
333602,safe
208423,safe
786074,safe
1026375,safe
180648,safe
402678,safe
96942,safe
490679,safe
192902,safe
910033,safe
275835,safe
320306,safe
299193,safe
403140,safe
963765,safe
898474,safe
562276,safe
407668,safe
311044,safe
170775,safe
177534,safe
695131,safe
588014,safe
174021,safe
1023292,safe
1359,safe
631057,safe
368588,safe
600399,safe
727034,safe
933057,safe
206641,safe
601446,safe
416862,safe
857315,safe
201245,safe
988605,safe
598311,safe
939827,safe
1018824,safe
188771,safe
43443,safe
233268,safe
304226,safe
718238,safe
768041,safe
252304,safe
1034168,safe
842367,safe
603717,safe
70811,safe
32661,safe
910625,safe
914049,safe
957223,safe
969764,safe
504428,safe
77035,safe
48398,safe
329197,safe
213294,safe
155743,safe
313434,safe
559794,safe
525487,safe
764878,safe
756772,safe
51434,safe
1031826,safe
392360,safe
506642,safe
91272,safe
863697,safe
548094,safe
15444,safe
140709,safe
183723,safe
1001531,unhealthy for sensitive groups
8064,safe
863634,safe
896482,safe
345479,safe
733901,safe
929160,safe
365391,safe
367107,safe
110136,safe
382173,safe
171954,safe
814468,safe
844664,safe
550758,safe
921654,safe
367803,safe
454084,safe
445396,safe
1034177,safe
553170,safe
993317,safe
54177,safe
684858,safe
2133,safe
80712,safe
646233,safe
1041970,safe
614037,safe
444515,safe
453912,safe
461261,safe
759098,safe
30042,safe
365635,safe
638717,safe
838826,safe
902825,safe
420774,safe
761545,safe
118895,safe
239245,safe
615907,safe
527489,safe
922124,safe
153056,safe
226932,safe
99187,safe
73590,safe
831331,safe
1036440,safe
78083,safe
34245,safe
752770,safe
232854,safe
760725,safe
640591,safe
812939,safe
442391,safe
614075,safe
977424,safe
274199,safe
622716,safe
508230,safe
310314,safe
1025194,safe
327444,safe
10755,safe
486391,safe
259555,safe
150590,safe
1007938,safe
659300,safe
312415,safe
863155,safe
27180,safe
232351,safe
510570,safe
114928,safe
236807,safe
864781,safe
27126,safe
6426,safe
14211,safe
362822,safe
10683,safe
447775,safe
1016911,safe
960120,safe
937739,safe
623527,safe
777859,safe
689184,safe
588920,safe
288120,safe
920873,safe
65478,safe
234414,safe
852725,safe
630561,safe
759134,safe
162244,safe
883868,safe
1011211,safe
1035576,safe
49516,safe
625338,safe
477343,safe
827018,safe
894092,safe
314338,safe
88118,safe
696069,safe
702141,safe
300224,safe
24642,safe
760495,safe
218413,safe
318139,safe
312293,safe
666521,safe
43748,safe
194619,safe
787628,safe
24678,safe
473277,safe
918920,safe
75002,safe
264084,safe
651499,safe
474957,safe
740841,safe
834206,safe
54563,safe
149947,safe
872634,safe
189471,safe
230344,safe
719932,safe
688456,safe
649585,safe
318843,safe
300576,safe
927695,safe
884242,safe
398808,safe
585951,safe
8901,safe
211788,safe
77748,safe
9351,safe
944449,safe
341380,safe
510899,safe
5220,safe
46634,safe
690942,safe
1044447,safe
67151,safe
938396,safe
226462,safe
605837,safe
867771,safe
812590,safe
411943,safe
901226,safe
760163,safe
881100,safe
132459,safe
398881,safe
192775,safe
712552,safe
473777,safe
104712,safe
305631,safe
433426,safe
424850,safe
640592,safe
753253,safe
10827,safe
583093,safe
1025113,safe
324114,safe
637211,safe
232493,safe
661173,safe
634359,safe
234861,safe
884866,safe
225348,safe
553649,safe
533366,safe
12006,safe
196499,safe
976102,safe
673963,safe
442623,safe
202289,safe
164686,safe
28098,safe
869791,safe
171323,safe
926301,safe
37903,safe
870601,safe
33246,safe
546298,safe
128250,safe
959866,safe
732048,safe
110261,safe
115862,safe
380710,safe
156321,safe
763153,safe
733328,safe
281992,safe
324290,safe
501298,safe
695148,safe
809166,safe
1039268,safe
696152,safe
510451,safe
459273,safe
868615,safe
261744,safe
692446,safe
1045897,safe
366146,safe
735746,safe
449381,safe
496899,safe
400164,safe
280049,safe
741333,safe
552477,safe
913772,safe
509442,safe
465512,safe
128074,safe
382149,safe
384955,safe
1036368,safe
624886,safe
1045473,safe
279942,safe
920243,safe
241707,safe
553955,safe
52245,safe
490109,safe
762383,safe
528461,safe
27207,safe
15813,safe
363294,safe
1022165,safe
26406,safe
990397,safe
208951,safe
590403,safe
121405,safe
77666,safe
67578,safe
675049,safe
994978,safe
253315,safe
792623,safe
873747,safe
600072,safe
153894,safe
329402,safe
115314,safe
323762,safe
915424,safe
166885,safe
440447,safe
34461,safe
585565,safe
538891,safe
458173,safe
1024724,safe
1041034,safe
173935,safe
546101,safe
36342,safe
515565,safe
108412,safe
556893,safe
608242,safe
697306,safe
126404,safe
580405,safe
813056,safe
772758,safe
264490,safe
985319,safe
878769,safe
573266,safe
998281,safe
760640,safe
914179,safe
64270,safe
1018511,safe
640813,safe
1034355,safe
84894,safe
131302,safe
578768,safe
798875,safe
35901,safe
249312,safe
1008165,safe
669822,safe
591591,safe
338122,safe
574911,safe
486490,safe
748960,safe
642609,safe
644894,safe
907257,safe
818774,safe
712321,safe
88926,safe
1046789,safe
579445,safe
928728,safe
151102,safe
5058,safe
803631,safe
1042355,safe
544311,safe
520379,safe
95027,safe
781326,safe
205117,safe
1039018,safe
922439,safe
54852,safe
87400,safe
835282,safe
591260,safe
231446,unhealthy for sensitive groups
888479,safe
369268,safe
428901,safe
319740,safe
170690,safe
142639,safe
630495,safe
875716,safe
826703,safe
736940,safe
762115,safe
704160,safe
248061,safe
803728,safe
305152,safe
394385,safe
765277,safe
383316,safe
950225,safe
581118,safe
341843,safe
136851,safe
513658,safe
254186,safe
676983,safe
188901,safe
821727,safe
355963,safe
317718,safe
306150,safe
92939,safe
397293,safe
449974,safe
933442,safe
721166,safe
309999,safe
319912,safe
173969,safe
221306,safe
216789,safe
958667,safe
564409,safe
19188,safe
762495,safe
700876,safe
1028099,safe
335101,safe
149481,safe
401466,safe
901255,safe
13527,safe
900432,safe
814199,safe
371009,safe
663485,safe
760789,safe
129516,safe
680620,safe
848894,safe
820958,safe
540370,safe
775430,safe
1005010,safe
186813,safe
598295,safe
268225,safe
977796,safe
856316,safe
853670,safe
505768,safe
582802,safe
214519,safe
464450,safe
405543,unhealthy for sensitive groups
954313,safe
395253,safe
828561,safe
691937,safe
706473,safe
896419,safe
847589,safe
492101,safe
25632,safe
751783,safe
584659,safe
615037,safe
676966,safe
217242,safe
24966,safe
1018943,safe
903464,safe
313333,safe
620420,safe
423697,safe
